"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/19/2016","The Sutler","THE SUTLER       2398","14.38","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/16/2016","Montys Barber","MONTYS BARBER S  2398","20.00","debit","Hair","LIFEGREEN CHECKING F","",""
"9/16/2016","Uber Us","UBER   US SEP15  2398","6.31","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"9/16/2016","Crows Nest","CROWS NEST       2398","56.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/16/2016","Uber Us","UBER   US SEP15  2398","5.71","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"9/16/2016","Maggie S","MAGGIE S ARCADE  2398","4.59","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/16/2016","YMCA","YMCA OF MIDDLE   2398","35.00","debit","Gym","LIFEGREEN CHECKING F","",""
"9/16/2016","Uber Us","UBER   US SEP15  2398","5.00","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"9/16/2016","Uber Us","UBER   US SEP15  2398","2.05","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"9/15/2016","Kroger","KROGER LI 2201   2398","7.68","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/15/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1247.88","credit","Paycheck","LIFEGREEN CHECKING F","",""
"9/14/2016","The Greenhouse","THE GREENHOUSE   2398","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/14/2016","Crows Nest","CROWS NEST       2398","16.49","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/14/2016","Fresh Subs","FRESH SUBS       2398","7.10","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/13/2016","Sport","NASHVILLE SPORT  2398","58.95","debit","Fun","LIFEGREEN CHECKING F","",""
"9/13/2016","Metro","L2G*METRO PARKS  2398","12.28","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/12/2016","Subway","SUBWAY        0  2398","5.19","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/12/2016","Jeff Ruby Nashv","JEFF RUBY NASHV  2398","30.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/12/2016","Obie's Pizza","OBIES PIZZA      2398","8.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/12/2016","Edleys Sylvan","EDLEYS  SYLVAN   2398","13.66","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/12/2016","Kroger","KROGER LIMITED   2398","3.05","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/12/2016","Fleet Street Pub","FLEET STREET PU  2398","6.75","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/12/2016","Kroger","KROGER LI 2201   2398","28.49","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/09/2016","Dollar Shave Club","DSC*DOLLAR SHAV  2398","3.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"9/09/2016","Starbucks","STARBUCKS STORE  2398","2.46","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"9/08/2016","Belcourt Taps A","BELCOURT TAPS A  2398","21.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/08/2016","Crows Nest","CROWS NEST       2398","14.80","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/08/2016","Greek Touch","THE GREEK TOUCH  2398","8.25","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/07/2016","Nashvil","PAYPAL *NASHVIL  2398","6.09","debit","Fun","LIFEGREEN CHECKING F","",""
"9/07/2016","Venmo Cashout","VENMO-0          CASHOUT","58.99","credit","Income","LIFEGREEN CHECKING F","",""
"9/07/2016","Discover E","DISCOVER         E-PAYMENT","494.49","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/07/2016","Amazon","Amazon.com       2398","15.55","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/07/2016","Starbucks","STARBUCKS STORE  2398","5.08","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"9/07/2016","Thorntons","THORNTONS #0601  2398","22.34","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"9/06/2016","Internet Thank You","INTERNET PAYMENT - THANK YOU","494.49","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"9/06/2016","ReBar","REBAR            2398","20.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Red Door Saloon","RED DOOR SALOON  2398","9.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Frg Teamfanshop","FRG*TEAMFANSHOP  2398","139.98","debit","Clothing","LIFEGREEN CHECKING F","",""
"9/06/2016","Sp Landsharks","SP * LANDSHARKS  2398","4.95","debit","Fun","LIFEGREEN CHECKING F","",""
"9/06/2016","Crows Nest","CROWS NEST       2398","20.60","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Taco Bell","TACO BELL #0034  2398","3.28","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/06/2016","Taco Bell","TACO BELL #0034  2398","5.77","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/06/2016","Blackstone","BLACKSTONE BREW  2398","23.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Comcast","COMCAST          2398","66.95","debit","Television","LIFEGREEN CHECKING F","",""
"9/06/2016","ReBar","REBAR            2398","7.75","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Mapco Exp","MAPCO EXP#3307   2398","3.15","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/06/2016","Crows Nest","CROWS NEST       2398","20.70","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Venmo","VENMO            2398","87.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Jason Deli","JASON S DELI -   2398","9.38","debit","Food & Dining","LIFEGREEN CHECKING F","",""
"9/06/2016","South Street","SOUTH STREET 2   2398","19.93","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2016","Kroger","KROGER LI 2201   2398","48.64","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/02/2016","Check 123","9100501878 123","811.00","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"9/02/2016","Uber Us","UBER   US SEP01  2398","6.16","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"9/02/2016","Two Bits Nashvi","TWO BITS NASHVI  2398","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/02/2016","Varallo's","VARALLOS         2398","2.90","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/01/2016","Flipside","THE FLIPSIDE     2398","13.50","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/01/2016","Tiger Market","TIGERMARKET #2   2398","2.93","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/01/2016","Eb Savings","EB TO SAVINGS # 0181890710","10.00","debit","$200 Savings Transfe","LIFEGREEN CHECKING F","",""
"9/01/2016","Mafiaozas","MAFIAOZAS        2398","7.50","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/01/2016","Transfer from LIFEGREEN CHECKING F","EB FROM CHECKING # 0165451627","10.00","credit","Transfer","LIFEGREEN SAVINGS","",""
"8/31/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1282.89","credit","Paycheck","LIFEGREEN CHECKING F","",""
"8/31/2016","Interest","INTEREST PAYMENT","0.11","credit","Interest Income","LIFEGREEN SAVINGS","",""
"8/30/2016","Ck","CK 2708311       2398","3.95","debit","Fun","LIFEGREEN CHECKING F","",""
"8/30/2016","Nashville Sound","NASHVILLE SOUND  2398","8.50","debit","Food & Dining","LIFEGREEN CHECKING F","",""
"8/30/2016","Two Boots Pizza","Two Boots Pizza  2398","2.73","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/30/2016","Tin Roof","TIN ROOF NASHVI  2398","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/30/2016","ReBar","REBAR            2398","17.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/30/2016","Tin Roof","TIN ROOF NASHVI  2398","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/30/2016","Transfer to LIFEGREEN SAVINGS","NASHVILLE SOUND  2398","10.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"8/30/2016","Greek Touch","THE GREEK TOUCH  2398","8.25","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/30/2016","Uber.com","UBER TECHNOLOGI  2398","5.45","debit","Fun","LIFEGREEN CHECKING F","",""
"8/29/2016","Blue Bar Rack","BLUE BAR RACK R  2398","16.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/29/2016","Mapco Express","MAPCO-EXPRESS #  2398","10.03","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"8/29/2016","D & D","D AND D SPECIAL  2398","6.90","debit","Service & Parts","LIFEGREEN CHECKING F","",""
"8/29/2016","Kroger","KROGER LI 2201   2398","25.50","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/29/2016","Uber.com","UBER TECHNOLOGI  2398","5.45","debit","Fun","LIFEGREEN CHECKING F","",""
"8/29/2016","South Street","SOUTH STREET 2   2398","20.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/29/2016","Obie's Pizza","OBIES PIZZA      2398","3.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/29/2016","Najccch","PAYPAL *NAJCCCH  2398","62.19","debit","Fun","LIFEGREEN CHECKING F","",""
"8/26/2016","Kroger","KROGER LI 2201   2398","9.31","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/25/2016","Neighbor's","NEIGHBORS OF SY  2398","10.50","debit","Business Services","LIFEGREEN CHECKING F","",""
"8/25/2016","Neighbor's","NEIGHBORS OF SY  2398","8.26","debit","Business Services","LIFEGREEN CHECKING F","",""
"8/25/2016","Neighbor's","NEIGHBORS OF SY  2398","20.76","debit","Business Services","LIFEGREEN CHECKING F","",""
"8/25/2016","House Of Pizza","HOUSE OF PIZZA   2398","3.25","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/24/2016","Jacks Market","JACKS MARKET     2398","2.79","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/24/2016","Amazon","AMAZON MKTPLACE  2398","4.00","debit","Shopping","LIFEGREEN CHECKING F","",""
"8/23/2016","Qdoba Mexican Grill","QDOBA MEXICAN G  2398","9.83","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/23/2016","Amazon","AMAZON MKTPLACE  2398","17.04","debit","Shopping","LIFEGREEN CHECKING F","",""
"8/22/2016","Uber Us","UBER   US AUG19  2398","5.00","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"8/22/2016","Uber Us","UBER   US AUG20  2398","7.98","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"8/22/2016","Uber Us","UBER   US AUG20  2398","6.76","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"8/22/2016","Uber Us","UBER   US AUG19  2398","6.55","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"8/22/2016","Uber Us","UBER   US AUG19  2398","6.78","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"8/22/2016","Doubletree","DOUBLETREE NASH  2398","22.51","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/20/2016","Cumberland Transit","CUMBERLAND TRANSIT NASHVILLE TN02075R","140.93","debit","Clothing","DISCOVER IT CHROME CARD","",""
"8/20/2016","Kroger","KROGER #895 NASHVILLE TN","14.28","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/19/2016","Rodizio Grill","RODIZIO GRILL NASHVILLE TN","23.80","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/19/2016","Shell","SHELL 91002738434 NASHVILLE TN","15.00","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/19/2016","Shell","SHELL 91002738434 NASHVILLE TN","8.10","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/19/2016","Kroger","KROGER #567 NASHVILLE TN","13.85","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/18/2016","Provence Breads Cafe","PROVENCE BREADS & CAFE - NASHVILLE TN","6.62","debit","Food & Dining","DISCOVER IT CHROME CARD","",""
"8/18/2016","Neighbor's","NEIGHBORS OF SY  2398","31.29","debit","Business Services","LIFEGREEN CHECKING F","",""
"8/17/2016","Vanderbilt Univ Med Ctr","VANDERBILTUNIV #80210 NASHVILLE TN","2.68","debit","Doctor","DISCOVER IT CHROME CARD","",""
"8/17/2016","Trader Joe's","TRADER JOE'S #664 QPS NASHVILLE TN","39.83","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/17/2016","Crows Nest","CROWS NEST NASHVILLE TN","12.80","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/17/2016","Amazon","AMAZON MKTPLACE  2398","7.10","debit","Shopping","LIFEGREEN CHECKING F","",""
"8/17/2016","Crows Nest","CROWS NEST       2398","13.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/17/2016","Time In Shop","SQ *TIME IN SHO  2398","3.58","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/16/2016","Chile Burrito","CHILE BURRITO - NASHVILL NASHVILLE TN","7.59","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/16/2016","Jack's Market","JACK'S MARKET NASHVILLE TN","6.36","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/16/2016","YMCA","YMCA OF MIDDLE   2398","35.00","debit","Gym","LIFEGREEN CHECKING F","",""
"8/15/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1282.88","credit","Paycheck","LIFEGREEN CHECKING F","",""
"8/14/2016","Shades Ameri","SQ *SHADES OF AMERI NASHVILLE TN","21.85","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/14/2016","Wal-Mart","WAL-MART SC - #5616 NASHVILLE TN","19.60","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/14/2016","Under Armour Opy","UNDER ARMOUR OPY NASHVILLE TN","29.15","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/13/2016","Barber Shop","MONTYS BARBER SHOP NASHVILLE TN","20.00","debit","Personal Care","DISCOVER IT CHROME CARD","",""
"8/13/2016","Shell","SHELL 91002738434 NASHVILLE TN","13.10","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/12/2016","Chick-Fil-A","CHICK-FIL-A #03557 NASHVILLE TN","8.62","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/12/2016","Exxon","EXXONMOBIL NASHVILLE TN","2.93","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/12/2016","The Sutler","THE SUTLER NASHVILLE TN","11.19","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/11/2016","Chipotle","CHIPOTLE 1370 NASHVILLE TN","7.59","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/11/2016","South Bistro","12 SOUTH BISTRO  2398","8.65","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/10/2016","Crows Nest","CROWS NEST NASHVILLE TN","22.70","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"8/10/2016","Chile Burrito","CHILE BURRITO - NASHVILL NASHVILLE TN","9.56","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/10/2016","Obie's Pizza","OBIES PIZZA      2398","3.50","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/10/2016","Ascend","ASCEND AMPHITHE  2398","8.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/10/2016","Midtown Corkdor","MIDTOWN CORKDOR  2398","24.99","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/10/2016","Live Nation Con","LIVE NATION CON  2398","75.00","debit","Fun","LIFEGREEN CHECKING F","",""
"8/09/2016","Walgreens","WALGREENS #0696 NASHVILLE TN","3.21","debit","Pharmacy","DISCOVER IT CHROME CARD","",""
"8/09/2016","Jersey Mike's","JERSEY MIKES SUBS#4038 NASHVILLE TN","11.30","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"8/09/2016","Kroger","KROGER #567 NASHVILLE TN","21.85","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/09/2016","Thorntons","THORNTONS #0601  2398","18.16","debit","Furnishings","LIFEGREEN CHECKING F","",""
"8/09/2016","Rite Aid","RITE AID STORE   2398","42.17","debit","Pharmacy","LIFEGREEN CHECKING F","",""
"8/09/2016","The Corner Bar","THE CORNER BAR   2398","4.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/09/2016","Other Bank ATM","OTHER BANK ATM BALANCE","2.50","debit","Cash & ATM","LIFEGREEN CHECKING F","",""
"8/08/2016","Comcast","COMCAST          2398","39.99","debit","Television","LIFEGREEN CHECKING F","",""
"8/08/2016","Stop N Buy","STOP N BUY #1    2398","3.91","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/08/2016","Obie's Pizza","OBIES PIZZA      2398","6.99","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/08/2016","Back Alley Dine","BACK ALLEY DINE  2398","36.25","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/08/2016","Crazy Town","CRAZY TOWN       2398","24.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/08/2016","Crazy Town","CRAZY TOWN       2398","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/08/2016","Chick-Fil-A","CHICK-FIL-A #02  2398","5.44","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/08/2016","Check 122","9200870424 122","811.00","debit","Check","LIFEGREEN CHECKING F","",""
"8/08/2016","Speedway","SPEEDWAY 07139   2398","2.95","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"8/08/2016","Greek Touch","THE GREEK TOUCH  2398","10.10","debit","Restaurants","LIFEGREEN CHECKING F","",""
"8/08/2016","Doubletree","DOUBLETREE NASH  2398","3.23","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/05/2016","Uber Us","UBER US AUG04 3  2398","5.00","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"8/05/2016","Shell","SHELL Service    2398","19.65","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"8/04/2016","Clydes","CLYDES NASHVILL  2398","26.67","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/04/2016","Kwik Sak 620","KWIK SAK 625     2398","3.27","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/04/2016","Venmo","VENMO            2398","80.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/02/2016","Tiger Market","TIGERMARKET #2   2398","7.60","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/01/2016","Fido","FIDO             2398","6.28","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"8/01/2016","ReBar","REBAR            2398","9.75","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"8/01/2016","Fido","FIDO             2398","3.66","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"8/01/2016","Kroger","KROGER LI 2201   2398","54.22","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/01/2016","Eb Savings","EB TO SAVINGS # 0181890710","10.00","debit","$200 Savings Transfe","LIFEGREEN CHECKING F","",""
"8/01/2016","Dunn Bros Coffe","DUNN BROS COFFE  2398","5.31","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"8/01/2016","Rite Aid","RITE AID STORE   2398","42.17","debit","Pharmacy","LIFEGREEN CHECKING F","",""
"8/01/2016","Transfer to LIFEGREEN SAVINGS","OBIES PIZZA      2398","10.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"8/01/2016","Kwik Sak 620","KWIK SAK 625     2398","17.24","debit","Groceries","LIFEGREEN CHECKING F","",""
"8/01/2016","Transfer from LIFEGREEN CHECKING F","EB FROM CHECKING # 0165451627","10.00","credit","Transfer","LIFEGREEN SAVINGS","",""
"7/29/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1282.89","credit","Paycheck","LIFEGREEN CHECKING F","",""
"7/29/2016","Interest","INTEREST PAYMENT","0.11","credit","Interest Income","LIFEGREEN SAVINGS","",""
"7/28/2016","The Sutler","THE SUTLER       2398","30.95","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/28/2016","Bar Taco Sou","BAR TACO 12 SOU  2398","13.93","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/28/2016","Greek Touch","THE GREEK TOUCH  2398","8.25","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/27/2016","Shell","SHELL Service    2398","3.54","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"7/27/2016","Kroger","KROGER LI 2201   2398","19.04","debit","Groceries","LIFEGREEN CHECKING F","",""
"7/27/2016","Amazon","Amazon Digital   2398","9.84","debit","Shopping","LIFEGREEN CHECKING F","",""
"7/26/2016","Walgreens","WALGREENS 2611   2398","4.36","debit","Pharmacy","LIFEGREEN CHECKING F","",""
"7/25/2016","Wal-Mart","Wal-Mart Super   2398","24.45","debit","Groceries","LIFEGREEN CHECKING F","",""
"7/25/2016","Trader Joe's","TRADER JOE S #   2398","30.58","debit","Groceries","LIFEGREEN CHECKING F","",""
"7/25/2016","Country","THE COUNTRY      2398","11.00","debit","Fun","LIFEGREEN CHECKING F","",""
"7/25/2016","Obie's Pizza","OBIES PIZZA      2398","3.50","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/25/2016","Mapco Express","MAPCO-EXPRESS #  2398","17.37","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"7/25/2016","Gold Rush","GOLD RUSH        2398","20.39","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/25/2016","Lyft","LYFT   *RIDE TH  2398","6.92","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"7/25/2016","Flying J","THE FLYING SAUC  2398","27.00","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"7/25/2016","Chile Burrito 2l","CHILE BURRITO -  2398","8.58","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/25/2016","Metro","L2G*METRO PARKS  2398","6.39","debit","Utilities","LIFEGREEN CHECKING F","",""
"7/25/2016","Jed Sports Ba","JED S SPORTS BA  2398","22.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"7/25/2016","Marathon","MARATHON MUSIC   2398","21.00","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"7/25/2016","Obie's Pizza","OBIES PIZZA      2398","7.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"7/25/2016","Flying J","THE FLYING SAUC  2398","6.00","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
